"new_dust_label","scan_name","new_center_x","new_center_y","new_radius","new_center_z","scan_order","cluster"
7,"scan-018.x3p",294.5,851.5,42.0475920832573,-0.113791100680828,-18,"8"
8,"scan-018.x3p",112.5,655.5,21.2132034355964,0.112877763807774,-18,"8"
9,"scan-018.x3p",146.5,583.5,84.4037913840368,0.0409406535327435,-18,"12"
10,"scan-018.x3p",269.5,629.5,23.259406699226,-0.151036038994789,-18,"12"
11,"scan-018.x3p",222.5,564.5,15.2315462117278,-0.126600444316864,-18,"12"
12,"scan-018.x3p",101.5,458.5,204,0.10302734375,-18,"12"
13,"scan-018.x3p",124.5,513.5,24.1660919471891,0.100604809820652,-18,"12"
15,"scan-018.x3p",381.5,73.5,39.9624824053762,-0.221707358956337,-18,"10"
16,"scan-018.x3p",117.5,1256.5,66.407830863536,0.20163206756115,-18,"3"
1,"scan-019.x3p",614.5,2004.5,10.1980390271856,0.0305084064602852,-19,"33"
2,"scan-019.x3p",249.5,1909.5,10.0498756211209,0.00702692847698927,-19,"1"
3,"scan-019.x3p",94.5,1488.5,65.1459898996093,-0.0286696534603834,-19,"19"
4,"scan-019.x3p",59.5,1402.5,57.5847201955519,-0.0331169068813324,-19,"3"
5,"scan-019.x3p",207.5,1397.5,20.0997512422418,-0.0274736359715462,-19,"3"
6,"scan-019.x3p",1852.5,1296.5,16.0312195418814,0.014234266243875,-19,"25"
7,"scan-019.x3p",820.5,1284.5,20.0997512422418,-0.00547894928604364,-19,"2"
8,"scan-019.x3p",106.5,1228.5,46.1410879802373,-0.0394801534712315,-19,"4"
10,"scan-019.x3p",137.5,398.5,189.251155874938,-0.0370970219373703,-19,"13"
11,"scan-019.x3p",936.5,410.5,10,-0.0146675612777472,-19,"14"
13,"scan-019.x3p",228.5,259.5,16,-0.0315673910081387,-19,"10"
14,"scan-019.x3p",445.5,108.5,52.3450093132096,-0.0170089807361364,-19,"10"
1,"scan-020.x3p",2345.5,1935.5,110.018180315801,0.221622735261917,-20,"22"
2,"scan-020.x3p",2346.5,1805.5,51.9711458407451,0.197389706969261,-20,"23"
3,"scan-020.x3p",2352.5,1712.5,26,0.183758243918419,-20,"23"
4,"scan-020.x3p",2342.5,1572.5,89.6270048590267,0.170664280653,-20,"20"
5,"scan-020.x3p",2332.5,1474.5,51.8844870842914,0.173697635531425,-20,"20"
6,"scan-020.x3p",187.5,1413.5,8.24621125123532,-0.0933537036180496,-20,"3"
7,"scan-020.x3p",2335.5,1372.5,112.004464196745,0.17315037548542,-20,"20"
8,"scan-020.x3p",768.5,1303.5,21.095023109729,-0.0387763120234013,-20,"2"
9,"scan-020.x3p",1793.5,1298.5,14.560219778561,0.044548824429512,-20,"26"
10,"scan-020.x3p",2345.5,1226.5,25.7099202643649,0.146845817565918,-20,"20"
11,"scan-020.x3p",2348.5,1139.5,36.6196668472011,0.13435435295105,-20,"30"
12,"scan-020.x3p",76.5,1110.5,67.3646791723972,-0.114797927439213,-20,"4"
14,"scan-020.x3p",64.5,1019.5,149.753130184314,-0.116320632398129,-20,"6"
15,"scan-020.x3p",2446.5,831.5,78.644770964127,0.114241227507591,-20,"29"
16,"scan-020.x3p",2332.5,691.5,42.5205832509386,0.129073649644852,-20,"21"
